timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained
1854,2,2,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1850,3,2,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-4
1762,2,8,73,0,0,0,1,0,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,-2
1716,3,10,75,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,-9
1554,2,9,25,1,0,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,-8
1465,1,10,75,1,0,0,0,0,0,0,6,4,0,1,4,6,4,4,2,5,1,0,0,6
1389,3,7,72,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,22
1348,1,10,50,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,1,0,0,18
1251,3,1,23,0,0,0,0,1,0,0,8,5,1,3,1,8,5,4,3,4,1,0,0,-10
1123,3,1,66,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,0,1,0,0
1083,2,10,71,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,0,0,1,0
1074,3,10,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,21
1026,1,10,50,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
1023,2,10,50,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,3,4,1,0,0,7
900,2,12,18,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,18
858,2,8,79,1,0,0,0,0,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,-8
800,3,16,87,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,18
711,2,8,67,0,0,0,0,0,1,0,7,8,1,2,2,7,8,4,3,4,0,0,1,0
662,2,10,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,9
576,1,10,57,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
505,3,21,68,0,0,0,0,1,0,0,4,4,1,0,4,4,4,4,2,5,1,0,0,13
450,1,10,64,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0
352,1,15,27,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,2
309,2,13,25,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,15
265,1,10,10,0,1,0,0,0,0,0,8,5,1,3,1,8,5,4,3,4,1,0,0,0
217,3,2,2,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
210,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-2
170,2,17,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
152,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
130,2,4,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,16
120,1,10,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
110,2,20,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,-2
102,3,22,65,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
32,1,10,55,0,0,0,0,1,0,0,4,4,1,0,4,4,4,4,2,5,1,0,0,13
14,2,10,42,0,0,0,0,1,0,0,4,4,1,0,4,4,4,4,2,5,1,0,0,0
10,3,10,42,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,0,0,1,0
3558,2,5,63,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,17
3486,1,10,30,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,3,4,0,0,1,0
3412,3,5,25,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,2,6,1,0,0,-6
3368,1,10,75,0,0,0,0,1,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,5
3300,1,10,64,0,0,0,0,1,0,0,5,4,1,2,2,5,4,4,3,4,1,0,0,5
3226,3,3,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,0,0,1,-7
3169,1,10,79,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,10
3041,3,4,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,19
2956,2,10,44,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,0
2951,3,10,44,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,-1
2909,1,10,82,0,0,0,0,1,0,0,6,2,1,1,3,6,2,4,2,5,1,0,0,10
2836,2,5,67,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,29
2794,1,10,38,0,1,0,0,0,0,0,7,3,2,1,2,7,3,4,3,4,1,0,0,23
2700,1,5,5,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,0
2696,2,10,10,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,-2
2646,3,12,12,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,1,6,1,0,0,7
2554,2,14,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
2509,3,5,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,3
2397,2,11,90,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,3
2339,3,3,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,0,0,1,0
2318,1,10,50,0,0,0,0,0,1,0,6,4,2,1,2,6,4,4,2,5,1,0,0,0
2278,3,12,52,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,0
2185,3,7,88,0,0,0,0,1,0,0,5,6,1,1,3,5,6,4,1,6,1,0,0,0
2054,1,10,44,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,44
2004,1,17,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11
1968,2,6,44,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,34
1899,1,10,75,0,0,0,1,0,0,0,6,4,1,1,3,6,4,4,1,6,0,0,1,20
1891,1,10,55,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,-2
1865,2,12,57,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,4
1844,3,8,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,0,0,1,8
1825,2,10,45,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,6
1806,1,10,53,1,0,0,0,0,0,0,3,3,1,1,3,3,3,3,2,6,1,0,0,8
1755,2,10,73,1,0,0,0,0,0,0,4,3,1,2,2,4,3,4,1,6,1,0,0,0
1750,3,10,73,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,1,6,1,0,0,-7
1653,2,6,70,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,16
1580,2,9,53,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,17
1496,2,11,37,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1491,3,11,37,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,2,6,0,0,1,16
1415,1,20,31,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,9
1308,3,4,15,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3
1265,1,10,75,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,1,6,1,0,0,7
1191,3,3,68,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,8
1157,1,10,60,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
1153,2,10,60,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,8
1110,3,7,57,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,1,6,1,0,0,32
973,1,1,1,0,0,1,0,0,0,0,11,6,2,3,0,11,6,6,2,3,0,0,1,0
965,1,10,96,0,1,0,0,0,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,48
900,1,20,58,0,0,0,1,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,12
829,2,18,56,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,26
676,3,11,31,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,12
591,2,4,13,0,0,0,0,0,1,0,8,4,1,3,1,8,4,4,3,4,1,0,0,13
576,1,10,74,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,1,6,1,0,0,47
532,1,10,27,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,3
500,2,7,24,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,-6
459,3,13,30,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,9
429,4,4,21,0,0,0,1,0,0,0,6,5,1,1,3,6,5,3,1,7,1,0,0,7
393,1,10,14,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,2,6,1,0,0,9
353,2,1,5,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,0,0,1,0
313,1,1,1,0,0,0,0,0,1,0,7,1,1,1,3,7,1,4,1,6,1,0,0,1
310,1,10,48,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,3
259,3,6,44,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,0,0,1,10
3559,2,8,59,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4
3525,3,4,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0
3471,2,7,83,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,0,1,0,1
3430,3,6,82,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,0,0,1,0
3327,2,2,2,1,0,0,0,0,0,0,7,3,1,1,3,7,3,4,2,5,1,0,0,0
3201,2,4,57,0,1,0,0,0,0,0,7,5,2,1,2,7,5,3,4,4,1,0,0,9
3168,1,10,48,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,0,0,1,32
2964,1,10,58,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,0,0,1,27
2927,1,10,31,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,-6
2884,2,16,37,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,19
2820,1,10,75,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,0,0,1,-7
2700,3,3,55,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,1,0,0,0
2657,2,5,75,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,1,0,0,0
2650,3,5,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,31
2536,2,9,9,1,0,0,0,0,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,8
2394,3,7,47,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,2,6,1,0,0,8
2346,1,10,70,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,15
2324,1,10,55,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,1,0,0,17
2276,1,10,38,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,17
2237,1,10,21,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,0
2232,2,10,21,0,0,0,1,0,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0
2168,2,6,6,0,0,0,0,0,1,0,7,6,1,1,3,7,6,4,2,5,0,1,0,6
2053,2,10,53,0,0,0,0,1,0,0,7,5,1,1,3,7,5,3,3,5,1,0,0,0
2047,3,10,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,2,6,0,0,1,15
1930,3,4,32,0,0,0,0,1,0,0,4,4,1,1,3,4,4,3,2,6,1,0,0,-2
1905,1,10,83,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,9
1875,2,1,74,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,16
1862,1,10,58,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11
1838,1,10,47,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,9
1820,2,1,38,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
1817,1,10,30,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
1812,2,15,35,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,0,0,1,-8
1803,3,28,48,0,0,0,0,1,0,0,3,3,1,1,3,3,3,3,1,7,1,0,0,0
1606,1,10,17,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,0,1,0,11
1543,2,3,3,0,0,0,0,0,1,0,7,4,1,1,3,7,4,3,3,5,0,0,1,3
1487,2,9,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,22
1456,1,10,41,0,0,0,0,0,1,0,7,3,1,1,3,7,3,4,2,5,1,0,0,17
1336,2,7,11,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,10
1048,1,10,34,0,1,0,0,0,0,0,7,4,2,1,2,7,4,3,4,4,1,0,0,0
1001,3,6,30,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,1,6,1,0,0,30
956,1,10,18,0,0,0,0,0,1,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
914,3,7,15,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,5
844,1,10,69,0,0,0,0,1,0,0,7,3,1,1,3,7,3,3,3,5,0,1,0,0
676,3,10,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,-8
634,1,10,82,0,0,0,0,0,1,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0
628,2,10,82,0,0,0,1,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,14
544,2,4,62,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,20
516,1,10,42,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,1,0,0,17
319,2,8,76,0,0,0,0,1,0,0,5,3,1,1,3,5,3,3,3,5,0,1,0,44
229,2,23,45,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,0
225,3,23,45,0,0,0,0,1,0,0,4,5,1,1,3,4,5,4,1,6,0,0,1,0
3600,1,10,75,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,2,5,1,0,0,9
3532,1,10,49,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,2,5,1,0,0,16
3450,2,14,37,0,0,0,0,1,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,4
3410,1,10,27,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,2,5,1,0,0,25
3292,2,5,5,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,2,5,1,0,0,5
3289,1,10,75,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,75
3201,1,10,43,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,3,4,1,0,0,0
3155,3,7,40,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
3067,2,6,74,1,0,0,0,0,0,0,7,5,1,2,2,7,5,4,2,5,1,0,0,0
3064,3,6,74,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,0,0,1,-15
3031,1,10,61,0,0,0,0,0,1,0,8,3,1,2,2,8,3,4,3,4,0,0,1,0
2974,1,10,51,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,0,0,1,5
2892,3,4,45,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2787,1,10,69,0,0,0,0,0,1,0,9,4,2,2,1,9,4,4,3,4,0,0,1,15
2682,2,22,66,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9
2638,3,13,57,0,0,0,0,1,0,0,5,5,1,1,3,5,5,3,2,6,1,0,0,17
2554,2,11,19,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11
2383,3,9,74,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2301,2,20,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
2297,3,20,82,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,11
2258,1,10,64,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
2254,2,10,64,1,0,0,0,0,0,0,5,4,2,1,2,5,4,4,2,5,1,0,0,0
2224,1,10,49,0,0,0,0,0,1,0,8,3,1,1,3,8,3,4,2,5,1,0,0,0
2189,2,15,54,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,-2
2141,3,17,56,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,0,0,1,0
2080,2,11,95,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
2026,1,10,64,1,0,0,0,0,0,0,5,5,2,1,2,5,5,4,2,5,1,0,0,0
1944,2,9,55,1,0,0,0,0,0,0,6,4,2,1,2,6,4,4,2,5,1,0,0,5
1879,1,10,44,0,0,0,0,0,1,0,7,3,1,1,3,7,3,4,2,5,0,0,1,2
1861,2,8,42,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
1857,3,8,42,1,0,0,0,0,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,1
1843,1,10,80,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,10
1823,1,10,70,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,20
1818,1,10,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,-6
1812,2,16,56,0,0,0,0,1,0,0,3,3,1,1,3,3,3,3,2,6,1,0,0,15
1800,1,10,75,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,3,4,1,0,0,0
1651,2,5,76,0,1,0,0,0,0,0,8,5,2,1,2,8,5,4,2,5,1,0,0,7
1554,3,14,73,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,20
1524,1,10,53,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,2,5,0,1,0,0
1519,2,10,53,1,0,0,0,0,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,6
1434,1,10,39,0,1,0,0,0,0,0,8,4,2,2,1,8,4,4,2,5,1,0,0,-7
1426,1,10,54,0,1,0,0,0,0,0,8,4,1,2,2,8,4,4,3,4,1,0,0,0
1383,3,9,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,13
1300,2,9,39,0,0,0,0,1,0,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0
1296,3,9,39,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1279,1,10,90,0,1,0,0,0,0,0,8,5,2,1,2,8,5,4,2,5,1,0,0,7
1245,2,3,83,0,1,0,0,0,0,0,8,4,2,1,2,8,4,4,2,5,1,0,0,4
1163,2,8,77,1,0,0,0,0,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,8
1092,2,12,71,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,14
900,3,10,27,1,0,0,0,0,0,0,6,5,1,1,3,6,5,3,2,6,1,0,0,0
892,1,10,65,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
803,2,7,44,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
799,3,7,44,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,2
757,1,10,83,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,2,5,0,0,1,7
718,2,3,76,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,2,5,1,0,0,8
677,1,10,68,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
636,3,5,63,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,9
605,1,10,54,0,0,0,0,0,1,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0
601,2,15,59,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,45
502,3,5,9,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
419,4,1,1,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,1
411,1,10,75,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,0
363,3,7,72,0,0,0,0,1,0,0,5,4,1,1,3,5,4,3,3,5,1,0,0,0
350,1,10,68,0,1,0,0,0,0,0,7,7,2,1,2,7,7,4,2,5,1,0,0,10
273,1,10,75,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,11
252,1,10,64,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
249,2,10,64,1,0,0,0,0,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,-9
244,3,19,73,1,0,0,0,0,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
240,4,19,73,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0
196,1,10,76,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11
173,1,10,65,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,16
162,1,10,49,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0
151,2,10,49,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,5
146,3,5,44,0,0,0,0,1,0,0,5,5,1,1,3,5,5,4,2,5,1,0,0,12
129,1,10,32,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0
126,2,10,32,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,9
98,1,10,11,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,10
3600,1,10,75,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,5
3566,2,5,70,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,7
3546,1,10,63,0,1,0,0,0,0,0,7,5,2,1,2,7,5,4,3,4,1,0,0,24
3310,1,10,18,0,0,0,0,0,1,0,7,5,1,1,3,7,5,4,2,5,1,0,0,6
3270,2,4,12,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,2
3227,3,2,10,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
3220,1,10,80,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
3216,2,10,80,0,0,0,0,0,1,0,6,4,1,2,2,6,4,4,2,5,1,0,0,3
3176,3,7,77,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,2,5,0,0,1,-15
3124,1,10,50,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,24
3051,2,9,25,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,6
3009,3,3,19,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,1,6,1,0,0,0
3002,1,10,75,0,0,0,0,0,1,0,7,3,1,2,2,7,3,4,2,5,0,0,1,4
2831,2,8,88,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,0
2825,3,8,88,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,1,6,1,0,0,8
2734,2,10,80,0,0,0,0,0,1,0,6,4,2,1,2,6,4,4,3,4,1,0,0,-3
2700,3,13,83,0,0,0,0,1,0,0,3,4,1,1,3,3,4,4,2,5,1,0,0,7
2593,2,8,17,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,5
2550,3,3,12,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,0
2544,1,10,75,0,1,0,0,0,0,0,8,6,2,1,2,8,6,4,3,4,0,0,1,7
2499,2,3,68,0,0,0,0,0,1,0,7,3,1,1,3,7,3,4,2,5,1,0,0,7
2270,2,16,33,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,6
2222,3,10,27,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0
2213,1,10,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,13
2173,1,10,52,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,5
2101,1,10,42,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,11
1986,2,7,71,1,0,0,0,0,0,0,7,5,1,2,2,7,5,4,2,5,0,0,1,0
1981,3,12,76,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,0,0,1,0
1965,1,10,56,0,0,0,1,0,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,7
1920,2,3,49,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,0,1,0,2
1878,3,1,47,0,0,0,0,1,0,0,6,5,1,2,2,6,5,4,3,4,1,0,0,3
1870,1,10,44,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,7
1847,2,3,37,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,10
1843,1,10,27,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,4
1831,1,10,11,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8
1827,2,2,3,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,3
1713,3,7,70,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,2,5,0,0,1,23
1575,2,6,30,0,0,0,0,1,0,0,7,6,1,2,2,7,6,4,2,5,1,0,0,5
1533,3,1,25,0,0,0,0,1,0,0,8,5,1,2,2,8,5,4,2,5,0,1,0,8
1473,1,10,95,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,68
1430,1,10,27,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,25
1363,2,4,4,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0
1358,3,4,4,0,0,0,1,0,0,0,7,4,1,2,2,7,4,4,2,5,0,0,1,0
1348,1,15,82,0,0,0,0,1,0,0,7,6,1,2,2,7,6,4,2,5,1,0,0,0
1344,2,15,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,16
1313,1,10,66,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,31
1263,1,10,35,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,20
