timeLeftInSec,down,yardsToFirstdown,yardsToEndzone,isEmpty,isI_Form,isJumbo,isPistol,isShotgun,isSingleback,isWildcat,defendersInTheBox,numberOfPassRushers,numberRB,numberTE,numberWR,defendersInTheBox,numberOfPassRushers,numberDL,numberLB,numberDB,isTraditional,isRollout,isScramble,yardsGained,negative,incompete,positive
2213,1,10,65,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,13,0,0,1
2173,1,10,52,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,5,0,0,1
2101,1,10,42,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,1,0,0,11,0,0,1
1986,2,7,71,1,0,0,0,0,0,0,7,5,1,2,2,7,5,4,2,5,0,0,1,0,0,1,0
1981,3,12,76,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,0,0,1,0,0,1,0
1965,1,10,56,0,0,0,1,0,0,0,6,4,1,2,2,6,4,4,3,4,1,0,0,7,0,0,1
1920,2,3,49,0,0,0,0,0,1,0,6,5,1,1,3,6,5,4,2,5,0,1,0,2,0,0,1
1878,3,1,47,0,0,0,0,1,0,0,6,5,1,2,2,6,5,4,3,4,1,0,0,3,0,0,1
1870,1,10,44,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,7,0,0,1
1847,2,3,37,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,10,0,0,1
1843,1,10,27,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,4,0,0,1
1831,1,10,11,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8,0,0,1
1827,2,2,3,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,3,0,0,1
1713,3,7,70,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,2,5,0,0,1,23,0,0,1
1575,2,6,30,0,0,0,0,1,0,0,7,6,1,2,2,7,6,4,2,5,1,0,0,5,0,0,1
1533,3,1,25,0,0,0,0,1,0,0,8,5,1,2,2,8,5,4,2,5,0,1,0,8,0,0,1
1473,1,10,95,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,68,0,0,1
1430,1,10,27,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,25,0,0,1
1363,2,4,4,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1358,3,4,4,0,0,0,1,0,0,0,7,4,1,2,2,7,4,4,2,5,0,0,1,0,0,1,0
1348,1,15,82,0,0,0,0,1,0,0,7,6,1,2,2,7,6,4,2,5,1,0,0,0,0,1,0
1344,2,15,82,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,16,0,0,1
1313,1,10,66,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,31,0,0,1
1263,1,10,35,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,20,0,0,1
1218,1,10,15,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,2,5,0,0,1,-8,1,0,0
1172,2,18,23,0,0,0,0,1,0,0,5,4,1,3,1,5,4,4,2,5,1,0,0,4,0,0,1
1126,3,14,19,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,9,0,0,1
1077,1,10,75,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
1033,3,12,77,0,0,0,0,1,0,0,3,4,1,1,3,3,4,4,1,6,1,0,0,8,0,0,1
937,2,8,64,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,23,0,0,1
822,2,8,27,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,7,0,0,1
769,4,1,20,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,8,0,0,1
732,1,10,12,1,0,0,0,0,0,0,5,4,1,2,2,5,4,4,2,5,1,0,0,0,0,1,0
729,2,10,12,0,0,0,0,1,0,0,7,5,1,2,2,7,5,4,2,5,1,0,0,12,0,0,1
683,2,7,72,0,0,0,0,0,1,0,7,8,1,2,2,7,8,4,2,5,1,0,0,13,0,0,1
578,1,15,35,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0,0,1,0
563,3,20,40,1,0,0,0,0,0,0,4,4,1,2,2,4,4,4,2,5,1,0,0,0,0,1,0
551,1,10,89,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,0,0,1,2,0,0,1
429,2,5,71,0,1,0,0,0,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,6,0,0,1
358,2,7,62,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,0,0,1,6,0,0,1
309,3,1,56,0,1,0,0,0,0,0,9,7,2,2,1,9,7,4,4,3,1,0,0,17,0,0,1
222,2,8,37,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,1,0,0,1
178,3,7,36,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,2,0,0,1
144,1,10,64,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,10,0,0,1
121,1,10,54,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,4,0,0,1
118,2,6,50,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,20,0,0,1
92,1,10,30,1,0,0,0,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,15,0,0,1
75,1,7,7,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,7,0,0,1
3560,2,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
3556,3,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,11,0,0,1
3478,2,5,59,0,0,0,0,0,1,0,6,5,2,2,1,6,5,4,3,4,1,0,0,43,0,0,1
3389,2,8,14,1,0,0,0,0,0,0,6,3,2,1,2,6,3,4,3,4,1,0,0,6,0,0,1
3346,3,2,8,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,-1,1,0,0
3274,2,7,72,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,10,0,0,1
3215,1,10,51,1,0,0,0,0,0,0,7,5,1,2,2,7,5,4,3,4,0,0,1,15,0,0,1
3142,2,12,38,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,0,0,1,1,0,0,1
3048,1,10,62,0,0,0,0,0,1,0,7,5,1,3,1,7,5,4,3,4,0,1,0,32,0,0,1
2936,3,11,31,0,0,0,0,1,0,0,6,4,2,1,2,6,4,2,4,5,1,0,0,6,0,0,1
2842,2,2,62,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,12,0,0,1
2761,2,8,48,1,0,0,0,0,0,0,5,3,1,1,3,5,3,4,2,5,1,0,0,5,0,0,1
2716,3,3,43,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,34,0,0,1
2625,3,1,1,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,1,0,0,1,0,0,1
2542,2,9,60,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,0,0,1,0
2532,3,4,55,0,0,0,0,1,0,0,6,5,2,1,2,6,5,2,4,5,1,0,0,0,0,1,0
2485,2,9,80,0,0,0,0,0,1,0,8,5,1,2,2,8,5,4,3,4,1,0,0,11,0,0,1
2422,2,4,63,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,0,0,1,0
2362,1,10,31,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,11,0,0,1
2307,1,15,25,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,12,0,0,1
2173,3,2,2,0,0,0,0,1,0,0,7,4,2,1,2,7,4,4,2,5,0,0,1,0,0,1,0
2088,3,4,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,6,0,0,1
1989,1,10,50,0,0,0,0,1,0,0,6,6,2,1,2,6,6,3,3,5,1,0,0,0,0,1,0
1901,1,10,39,0,0,0,0,0,1,0,8,5,2,2,1,8,5,4,3,4,1,0,0,0,0,1,0
1891,1,10,69,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11,0,0,1
1867,1,10,58,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,8,0,0,1
1845,2,2,50,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,28,0,0,1
1834,1,10,22,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,13,0,0,1
1829,1,9,9,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0,0,1,0
1820,2,9,9,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1815,3,9,9,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,8,0,0,1
1810,4,1,1,0,0,0,0,1,0,0,7,5,1,1,3,7,5,4,2,5,0,0,1,-1,1,0,0
1800,1,10,75,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,4,0,0,1
1731,1,10,16,0,0,0,0,0,1,0,7,4,2,1,2,7,4,4,2,5,1,0,0,9,0,0,1
1677,3,2,8,0,0,0,0,1,0,0,6,5,2,1,2,6,5,4,2,5,1,0,0,5,0,0,1
1617,2,3,3,0,0,0,0,0,1,0,7,4,2,1,2,7,4,4,2,5,1,0,0,3,0,0,1
1612,1,10,75,0,0,0,1,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,10,0,0,1
1521,3,19,74,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,13,0,0,1
1430,2,9,79,0,1,0,0,0,0,0,7,4,2,1,2,7,4,4,3,4,1,0,0,1,0,0,1
1386,3,8,78,0,0,0,0,1,0,0,6,4,2,1,2,6,4,2,4,5,1,0,0,0,0,1,0
1375,1,10,29,1,0,0,0,0,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,5,0,0,1
1305,3,9,28,0,0,0,0,1,0,0,6,6,1,1,3,6,6,3,3,5,1,0,0,11,0,0,1
1284,1,10,17,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,13,0,0,1
1247,1,4,4,0,0,0,0,1,0,0,7,3,1,1,3,7,3,4,2,5,1,0,0,0,0,1,0
1210,3,3,3,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1202,1,10,75,0,0,0,0,0,1,0,7,2,1,2,2,7,2,4,3,4,1,0,0,8,0,0,1
1142,1,10,60,0,0,0,0,1,0,0,6,6,2,1,2,6,6,4,3,4,1,0,0,0,0,1,0
1101,3,5,55,0,0,0,0,1,0,0,6,5,2,1,2,6,5,2,4,5,1,0,0,-5,1,0,0
1015,2,9,75,0,0,0,1,0,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,8,0,0,1
977,3,1,67,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
900,1,20,84,0,0,0,0,1,0,0,5,4,2,1,2,5,4,3,3,5,1,0,0,1,0,0,1
829,3,8,72,0,0,0,0,1,0,0,6,4,2,1,2,6,4,2,4,5,0,0,1,0,0,1,0
809,1,10,60,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,2,0,0,1
720,1,10,52,0,0,0,0,0,1,0,7,4,1,2,2,7,4,4,3,4,1,0,0,10,0,0,1
680,1,10,42,1,0,0,0,0,0,0,4,3,1,2,2,4,3,4,3,4,1,0,0,9,0,0,1
519,3,1,1,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
511,1,10,75,0,0,0,0,0,1,0,7,4,2,2,1,7,4,4,3,4,0,0,1,44,0,0,1
409,2,14,35,1,0,0,0,0,0,0,6,3,1,2,2,6,3,4,3,4,0,0,1,0,0,1,0
401,3,14,35,0,0,0,1,0,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,5,0,0,1
253,3,14,79,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,9,0,0,1
166,2,8,53,0,0,0,0,0,1,0,7,6,2,2,1,7,6,4,3,4,1,0,0,-9,1,0,0
101,1,10,90,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
96,2,10,90,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,6,0,0,1
65,3,4,84,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,13,0,0,1
39,1,10,71,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4,0,0,1
34,2,6,67,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,0,0,1,0,0,1,0
27,3,6,67,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,18,0,0,1
20,1,10,49,0,0,0,0,1,0,0,7,6,1,1,3,7,6,4,2,5,1,0,0,0,0,1,0
10,1,10,53,0,0,0,0,1,0,0,5,6,1,1,3,5,6,2,4,5,1,0,0,0,0,1,0
3600,1,10,75,0,0,0,0,0,1,0,7,5,1,2,2,7,5,4,2,5,1,0,0,0,0,1,0
3594,2,10,75,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,0,0,1,0
3587,3,10,75,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,0,0,1,7,0,0,1
3463,1,10,53,0,0,0,0,0,1,0,7,5,1,3,1,7,5,3,4,4,1,0,0,20,0,0,1
3393,2,7,30,0,1,0,0,0,0,0,7,5,2,2,1,7,5,3,4,4,1,0,0,28,0,0,1
3300,2,8,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9,0,0,1
3273,1,10,64,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,6,0,0,1
3199,1,10,54,0,0,0,0,1,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,12,0,0,1
3113,2,9,41,0,0,0,0,1,0,0,8,6,1,2,2,8,6,4,2,5,1,0,0,-6,1,0,0
3070,3,15,47,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,0,0,1,17,0,0,1
2990,2,8,28,0,0,0,0,1,0,0,8,4,1,3,1,8,4,4,3,4,1,0,0,0,0,1,0
2985,3,8,28,0,0,0,0,1,0,0,5,6,1,1,3,5,6,3,3,5,1,0,0,23,0,0,1
2909,2,7,7,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2903,3,7,7,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,-12,1,0,0
2857,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7,0,0,1
2772,1,10,63,1,0,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,5,0,0,1
2700,1,10,53,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,-8,1,0,0
2656,2,18,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,10,0,0,1
2550,2,8,42,0,0,0,0,0,1,0,6,3,2,1,2,6,3,2,4,5,1,0,0,31,0,0,1
2506,1,10,11,0,0,0,0,0,1,0,8,4,1,2,2,8,4,3,4,4,0,0,1,6,0,0,1
2475,2,4,5,0,0,0,0,1,0,0,7,4,1,1,3,7,4,2,4,5,1,0,0,0,0,1,0
2408,1,10,64,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,24,0,0,1
2330,2,5,35,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,0,0,1,0
2327,3,5,35,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2316,1,10,75,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,14,0,0,1
2295,1,10,61,0,1,0,0,0,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,6,0,0,1
2189,1,10,47,0,0,0,0,0,1,0,7,3,1,1,3,7,3,2,4,5,1,0,0,0,0,1,0
2153,2,17,54,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,46,0,0,1
2018,1,10,78,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,3,0,0,1
1979,2,7,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1975,3,7,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1966,1,10,62,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,62,0,0,1
1951,1,10,70,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,16,0,0,1
1931,1,10,54,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,0,0,1,0,0,1,0
1925,2,10,54,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,1,0,0,1
1920,3,9,53,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0,0,1,0
1907,1,10,83,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
1905,2,10,83,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,4,0,0,1
1901,3,6,79,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,13,0,0,1
1896,1,10,66,0,0,0,0,1,0,0,5,4,1,1,3,5,4,2,4,5,1,0,0,3,0,0,1
1882,1,10,16,1,0,0,0,0,0,0,4,3,1,1,3,4,3,4,2,5,1,0,0,13,0,0,1
1763,2,7,71,0,0,0,0,0,1,0,6,4,2,1,2,6,4,2,4,5,1,0,0,23,0,0,1
1687,2,5,43,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,8,0,0,1
1643,1,10,60,0,0,0,0,1,0,0,7,4,1,3,1,7,4,4,3,4,1,0,0,5,0,0,1
1583,1,10,50,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,7,0,0,1
1503,3,5,45,0,0,0,0,1,0,0,6,6,1,2,2,6,6,4,2,5,1,0,0,6,0,0,1
1425,2,5,34,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,0,0,1,3,0,0,1
1385,3,2,31,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,0,0,1,0,0,1,0
1379,4,2,31,0,0,0,0,0,1,0,7,5,1,1,3,7,5,3,3,5,0,1,0,0,0,1,0
1303,1,10,75,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,8,0,0,1
1231,3,1,66,1,0,0,0,0,0,0,6,4,1,2,2,6,4,4,2,5,1,0,0,0,0,1,0
1193,1,10,63,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,6,0,0,1
1141,3,1,54,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,21,0,0,1
1103,1,10,33,0,0,0,0,1,0,0,6,3,1,1,3,6,3,4,2,5,1,0,0,11,0,0,1
1065,1,10,22,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1059,2,10,22,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
1055,3,10,22,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0,0,1,0
996,2,5,43,0,0,0,0,0,1,0,6,5,1,1,3,6,5,2,4,5,1,0,0,13,0,0,1
950,1,10,30,0,0,0,0,0,1,0,8,5,1,2,2,8,5,3,4,4,1,0,0,-6,1,0,0
922,2,16,36,0,0,0,0,1,0,0,6,4,2,1,2,6,4,2,4,5,1,0,0,1,0,0,1
850,1,10,75,1,0,0,0,0,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,-1,1,0,0
775,3,14,79,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,12,0,0,1
727,4,2,67,0,0,0,0,1,0,0,6,5,1,1,3,6,5,4,2,5,1,0,0,24,0,0,1
699,1,10,43,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,42,0,0,1
533,3,4,72,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,7,0,0,1
447,2,10,65,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,10,0,0,1
354,2,6,51,0,0,0,0,0,1,0,7,4,1,1,3,7,4,2,4,5,1,0,0,9,0,0,1
3597,1,10,75,0,0,0,0,1,0,0,5,4,2,0,3,5,4,4,2,5,1,0,0,8,0,0,1
3564,2,2,67,0,0,0,0,0,1,0,8,4,1,2,2,8,4,4,3,4,1,0,0,0,0,1,0
3555,1,10,16,1,0,0,0,0,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,0,0,1,0
3507,3,7,13,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,0,0,1,13,0,0,1
3453,2,6,71,0,0,0,0,1,0,0,7,4,1,2,2,7,4,4,3,4,1,0,0,7,0,0,1
3321,2,7,15,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
3315,3,7,15,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
3300,1,10,86,1,0,0,0,0,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,7,0,0,1
3225,3,7,83,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,4,6,1,0,0,32,0,0,1
3176,1,20,61,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,0,0,1,0
3170,2,20,61,0,0,0,0,1,0,0,6,4,1,1,3,6,4,2,4,5,1,0,0,0,0,1,0
3166,3,20,61,0,0,0,0,1,0,0,4,4,1,1,3,4,4,1,4,6,1,0,0,11,0,0,1
3116,1,10,91,0,0,0,0,0,1,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-8,1,0,0
3034,3,15,96,0,0,0,0,1,0,0,3,3,1,1,3,3,3,4,2,5,1,0,0,12,0,0,1
2989,1,10,44,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,4,0,0,1
2957,2,6,40,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,17,0,0,1
2736,2,5,70,0,0,0,0,0,1,0,7,4,1,1,3,7,4,4,2,5,1,0,0,0,0,1,0
2730,3,5,70,0,0,0,0,1,0,0,6,6,1,1,3,6,6,4,2,5,1,0,0,0,0,1,0
2700,2,6,76,0,0,0,0,1,0,0,6,3,1,2,2,6,3,2,4,5,1,0,0,2,0,0,1
2660,3,4,74,0,0,0,0,1,0,0,7,4,1,1,3,7,4,1,4,6,1,0,0,0,0,1,0
2520,1,20,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2479,2,20,73,0,0,0,0,1,0,0,6,4,2,0,3,6,4,4,2,5,1,0,0,5,0,0,1
2440,3,15,68,0,0,0,0,1,0,0,4,4,1,1,3,4,4,4,2,5,1,0,0,7,0,0,1
2347,2,4,80,0,0,0,0,1,0,0,7,4,1,1,3,7,4,3,3,5,1,0,0,0,0,1,0
2343,3,4,80,0,0,0,0,1,0,0,6,3,1,1,3,6,3,2,4,5,1,0,0,3,0,0,1
2294,1,10,68,0,1,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,0,0,1,0,0,1,0
2286,2,10,68,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,55,0,0,1
2221,2,15,18,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2161,2,3,3,0,0,0,0,1,0,0,7,4,1,1,3,7,4,4,2,5,0,1,0,0,0,1,0
2154,3,3,3,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2144,1,10,75,0,0,0,0,0,1,0,6,5,1,2,2,6,5,3,3,5,0,0,1,0,0,1,0
2138,2,10,75,0,0,0,0,1,0,0,6,4,1,2,2,6,4,2,4,5,1,0,0,7,0,0,1
2113,3,3,68,0,0,0,0,0,1,0,6,4,1,2,2,6,4,2,4,5,0,0,1,58,0,0,1
2068,1,10,10,0,0,0,0,0,1,0,7,4,1,3,1,7,4,3,3,5,1,0,0,10,0,0,1
2062,1,10,75,1,0,0,0,0,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
2033,3,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,-6,1,0,0
1920,1,10,23,0,0,0,0,1,0,0,7,4,0,3,2,7,4,3,3,5,1,0,0,0,0,1,0
1889,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,39,0,0,1
1840,2,8,34,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
1834,3,8,34,0,0,0,0,1,0,0,5,4,1,1,3,5,4,4,2,5,1,0,0,0,0,1,0
1817,1,10,42,0,0,0,0,1,0,0,7,4,1,1,3,7,4,1,4,6,1,0,0,11,0,0,1
1812,1,15,36,0,0,0,0,1,0,0,6,4,1,1,3,6,4,1,4,6,1,0,0,0,0,1,0
1802,1,10,56,0,0,0,0,1,0,0,3,3,1,1,3,3,3,3,1,7,1,0,0,20,0,0,1
1800,1,10,75,0,0,0,0,0,1,0,7,4,1,2,2,7,4,3,3,5,0,1,0,10,0,0,1
1719,2,6,61,0,0,0,0,1,0,0,6,5,1,1,3,6,5,2,4,5,1,0,0,0,0,1,0
1715,3,6,61,0,0,0,0,1,0,0,5,6,1,1,3,5,6,1,4,6,1,0,0,10,0,0,1
1612,1,10,40,0,0,0,0,0,1,0,7,4,1,3,1,7,4,3,3,5,0,0,1,20,0,0,1
1468,2,8,8,0,0,0,0,1,0,0,6,3,1,1,3,6,3,3,3,5,1,0,0,7,0,0,1
1425,3,1,1,0,0,0,0,0,1,0,6,5,1,1,3,6,5,3,3,5,1,0,0,1,0,0,1
1422,1,10,75,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,11,0,0,1
1351,2,9,63,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,4,0,0,1
1304,3,5,59,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,9,0,0,1
1264,1,10,76,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,0,0,1,0
1234,3,8,74,1,0,0,0,0,0,0,5,4,1,1,3,5,4,0,5,6,1,0,0,10,0,0,1
1151,2,7,61,0,0,0,0,1,0,0,6,4,1,2,2,6,4,3,3,5,1,0,0,-7,1,0,0
1109,3,14,68,1,0,0,0,0,0,0,5,3,1,1,3,5,3,1,4,6,1,0,0,16,0,0,1
996,1,10,32,0,0,0,0,1,0,0,6,4,1,1,3,6,4,3,3,5,1,0,0,15,0,0,1
900,3,5,12,1,0,0,0,0,0,0,5,4,1,2,2,5,4,1,4,6,1,0,0,0,0,1,0
885,1,10,73,0,0,0,0,1,0,0,6,4,1,1,3,6,4,4,2,5,1,0,0,0,0,1,0
